日期,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h,主要污染物,天气1,天气2,气温1,气温2,rain,weather,temp_mean,temp_range
2015/8/17,51,良,28,51,14,0.8,36,77,PM10,多云,晴,34,27,0,2,30.5,7
2015/8/18,81,良,28,50,13,0.8,30,137,臭氧8小时,晴,晴,35,27,0,1,31,8
2015/8/19,115,轻度污染,31,52,11,0.8,29,176,臭氧8小时,晴,多云,36,28,0,2,32,8
2015/8/20,68,良,49,74,14,1,46,74,PM2.5,多云,晴,35,26,0,2,30.5,9
2015/8/21,77,良,36,51,14,0.9,30,132,臭氧8小时,晴,晴,36,27,0,1,31.5,9
2015/8/22,82,良,41,57,12,0.9,32,138,臭氧8小时,晴,晴,36,27,0,1,31.5,9
2015/8/23,95,良,48,72,15,0.9,36,154,臭氧8小时,晴,晴,35,27,0,1,31,8
2015/8/24,112,轻度污染,55,80,12,0.9,38,173,臭氧8小时,晴,晴,35,27,0,1,31,8
2015/8/25,110,轻度污染,50,78,11,0.9,44,171,臭氧8小时,晴,晴,35,25,0,1,30,10
2015/8/26,115,轻度污染,64,96,18,1,43,176,臭氧8小时,晴,多云,36,27,0,2,31.5,9
2015/8/27,139,轻度污染,52,77,14,0.9,43,202,臭氧8小时,雷阵雨,阴,34,27,1,3,30.5,7
2015/8/28,73,良,42,58,8,1,46,127,臭氧8小时,雷阵雨,雷阵雨,32,25,1,3,28.5,7
2015/8/29,65,良,43,61,12,1,52,72,NO2,雷阵雨,雷阵雨,32,25,1,3,28.5,7
2015/8/30,53,良,30,39,7,0.9,42,79,NO2,大到暴雨,雷阵雨,30,24,1,4,27,6
2015/8/31,54,良,30,42,10,0.9,43,41,NO2,大雨,雷阵雨,30,24,1,4,27,6
2015/9/1,50,优,30,45,11,1,40,30,,大到暴雨,雷阵雨,30,25,1,4,27.5,5
2015/9/2,45,优,20,34,9,0.8,36,38,,雷阵雨,雷阵雨,30,25,1,3,27.5,5
2015/9/3,57,良,30,48,14,1,45,21,NO2,雷阵雨,雷阵雨,31,25,1,3,28,6
2015/9/4,75,良,30,50,14,0.8,34,129,臭氧8小时,多云,晴,34,26,0,2,30,8
2015/9/5,82,良,28,48,12,0.7,32,138,臭氧8小时,晴,晴,34,26,0,1,30,8
2015/9/6,66,良,27,50,11,0.7,36,119,臭氧8小时,晴,雷阵雨,35,26,1,3,30.5,9
2015/9/7,58,良,30,52,10,0.8,46,57,NO2,中到大雨,雷阵雨,32,25,1,4,28.5,7
2015/9/8,125,轻度污染,43,69,12,0.9,50,187,臭氧8小时,雷阵雨,多云,32,25,1,3,28.5,7
2015/9/9,157,中度污染,59,93,14,1,61,222,臭氧8小时,多云,晴,33,25,0,2,29,8
2015/9/10,136,轻度污染,59,97,18,0.9,63,199,臭氧8小时,晴,晴,32,26,0,1,29,6
2015/9/11,150,轻度污染,55,86,16,0.9,52,214,臭氧8小时,晴,多云,33,26,0,2,29.5,7
2015/9/12,75,良,54,78,9,0.9,46,129,臭氧8小时,多云,多云,32,23,0,2,27.5,9
2015/9/13,79,良,58,73,6,0.9,28,100,PM2.5,多云,多云,31,23,0,2,27,8
2015/9/14,63,良,45,67,6,0.9,39,101,PM2.5,多云,多云,31,24,0,2,27.5,7
2015/9/15,59,良,42,66,8,0.9,44,98,PM2.5,多云,多云,32,25,0,2,28.5,7
2015/9/16,64,良,46,75,9,0.9,47,72,PM2.5,多云,多云,32,25,0,2,28.5,7
2015/9/17,95,良,48,78,12,0.9,50,154,臭氧8小时,多云,晴,32,25,0,2,28.5,7
2015/9/18,110,轻度污染,55,83,15,0.9,48,171,臭氧8小时,晴,多云,34,26,0,2,30,8
2015/9/19,80,良,47,74,13,0.9,40,136,臭氧8小时,多云,雷阵雨,32,24,1,3,28,8
2015/9/20,48,优,30,48,9,0.8,37,80,,中雨,中雨,32,24,1,4,28,8
2015/9/21,63,良,29,42,7,1.1,50,22,NO2,中雨,阵雨,30,24,1,4,27,6
2015/9/22,55,良,39,53,11,1,44,96,"NO2,PM2.5",阵雨,多云,31,25,1,3,28,6
2015/9/23,96,良,33,57,11,0.9,45,155,臭氧8小时,多云,晴,34,26,0,2,30,8
2015/9/24,72,良,32,56,9,0.9,41,126,臭氧8小时,晴,晴,34,26,0,1,30,8
2015/9/25,86,良,43,74,13,0.9,50,143,臭氧8小时,晴,多云,35,26,0,2,30.5,9
2015/9/26,60,良,40,56,11,1,40,112,臭氧8小时,多云,多云,33,26,0,2,29.5,7
2015/9/27,55,良,34,46,7,0.9,23,105,臭氧8小时,晴,晴,34,25,0,1,29.5,9
2015/9/28,69,良,46,71,10,0.9,37,122,臭氧8小时,晴,晴,33,25,0,1,29,8
2015/9/29,68,良,49,84,14,0.9,45,119,PM2.5,多云,多云,33,26,0,2,29.5,7
2015/9/30,88,良,65,105,14,1,56,129,PM2.5,多云,多云,32,26,0,2,29,6
2015/10/1,78,良,57,80,12,1,36,112,PM2.5,多云,晴,32,24,0,2,28,8
2015/10/2,52,良,34,53,6,0.8,24,97,PM10,晴,晴,31,25,0,1,28,6
2015/10/3,51,良,31,52,6,0.9,28,64,PM10,多云,中雨,32,24,1,4,28,8
2015/10/4,30,优,15,21,3,0.7,24,28,,大到暴雨,中雨,27,24,1,4,25.5,3
2015/10/5,44,优,18,29,5,0.8,35,19,,阵雨,中雨,28,24,1,4,26,4
2015/10/6,68,良,33,52,10,1.1,54,32,NO2,阵雨,中雨,29,24,1,4,26.5,5
2015/10/7,52,良,26,45,8,1.1,41,42,NO2,中雨,阵雨,29,24,1,4,26.5,5
2015/10/8,49,优,31,49,12,1.1,36,82,,阴,阴,30,24,0,2,27,6
2015/10/9,46,优,29,46,7,0.9,33,88,,多云,晴,29,21,0,2,25,8
2015/10/10,38,优,22,38,4,0.7,29,54,,多云,小到中雨,26,18,1,4,22,8
2015/10/11,49,优,15,31,4,0.6,39,60,,小雨,阴,22,17,1,3,19.5,5
2015/10/12,88,良,41,81,12,0.9,70,72,NO2,多云,多云,25,18,0,2,21.5,7
2015/10/13,102,轻度污染,54,103,13,1.1,84,107,NO2,多云,晴,28,19,0,2,23.5,9
2015/10/14,131,轻度污染,91,151,21,1.3,105,194,臭氧8小时,晴,晴,30,20,0,1,25,10
2015/10/15,119,轻度污染,90,138,18,1.1,84,156,PM2.5,晴,晴,30,20,0,1,25,10
2015/10/16,101,轻度污染,63,107,16,0.9,81,126,NO2,晴,晴,31,20,0,1,25.5,11
2015/10/17,93,良,50,94,14,0.9,74,136,NO2,晴,晴,32,19,0,1,25.5,13
2015/10/18,82,良,54,101,15,0.8,58,138,臭氧8小时,晴,晴,31,19,0,1,25,12
2015/10/19,83,良,61,105,16,0.9,61,131,PM2.5,晴,多云,30,21,0,2,25.5,9
2015/10/20,75,良,52,96,17,0.8,60,120,NO2,多云,多云,29,21,0,2,25,8
2015/10/21,67,良,46,84,14,0.8,51,111,PM10,多云,多云,30,22,0,2,26,8
2015/10/22,70,良,49,90,12,0.8,55,108,PM10,多云,多云,31,22,0,2,26.5,9
2015/10/23,73,良,50,93,10,0.8,58,114,NO2,多云,晴,32,22,0,2,27,10
2015/10/24,80,良,56,106,14,0.9,64,121,NO2,晴,多云,32,22,0,2,27,10
2015/10/25,70,良,50,89,14,0.9,48,102,PM10,多云,多云,30,23,0,2,26.5,7
2015/10/26,65,良,44,80,16,0.8,50,116,PM10,多云,多云,31,24,0,2,27.5,7
2015/10/27,77,良,48,84,15,1,61,57,NO2,小雨,阴,29,24,1,3,26.5,5
2015/10/28,84,良,62,101,13,1,63,125,PM2.5,多云,多云,30,23,0,2,26.5,7
2015/10/29,61,良,43,72,12,0.9,44,98,PM10,多云,晴,31,24,0,2,27.5,7
2015/10/30,67,良,48,78,14,1,48,78,PM2.5,多云,小雨,31,20,1,3,25.5,11
2015/10/31,41,优,23,41,6,1.2,30,50,,小雨,多云,24,18,1,3,21,6
2015/11/1,33,优,11,22,5,1,26,31,,多云,多云,23,16,0,2,19.5,7
2015/11/2,51,良,27,52,11,0.8,40,87,PM10,多云,多云,24,16,0,2,20,8
2015/11/3,70,良,42,75,13,0.9,56,78,NO2,多云,多云,26,19,0,2,22.5,7
2015/11/4,83,良,54,95,15,1.1,66,88,NO2,多云,多云,28,20,0,2,24,8
2015/11/5,84,良,62,109,19,1.1,66,138,PM2.5,多云,多云,30,22,0,2,26,8
2015/11/6,72,良,38,74,15,0.9,57,81,NO2,多云,多云,30,23,0,2,26.5,7
2015/11/7,73,良,44,91,19,0.8,58,115,NO2,多云,多云,28,23,0,2,25.5,5
2015/11/8,63,良,35,75,17,0.9,49,74,PM10,多云,多云,30,23,0,2,26.5,7
2015/11/9,56,良,31,61,12,1,39,37,PM10,阴,阴,28,20,0,2,24,8
2015/11/10,47,优,26,47,8,1,35,29,,阴,阴,25,20,0,2,22.5,5
2015/11/11,67,良,48,84,15,1.2,49,59,"PM10,PM2.5",阴,阴,24,21,0,2,22.5,3
2015/11/12,71,良,50,91,13,1.3,49,28,PM10,阴,小到中雨,26,20,1,4,23,6
2015/11/13,39,优,18,29,6,1.2,31,6,,中雨,中到大雨,22,17,1,4,19.5,5
2015/11/14,64,良,22,49,10,1.1,51,41,NO2,阴,多云,24,20,0,2,22,4
2015/11/15,64,良,39,70,14,0.9,51,58,NO2,多云,小到中雨,27,21,1,4,24,6
2015/11/16,62,良,27,57,14,0.7,49,43,NO2,小到中雨,阴,27,22,1,4,24.5,5
2015/11/17,60,良,28,62,15,0.8,48,58,NO2,多云,多云,30,22,0,2,26,8
2015/11/18,94,良,45,87,15,1,75,101,NO2,多云,多云,30,21,0,2,25.5,9
2015/11/19,85,良,56,89,12,1,68,64,NO2,多云,多云,30,22,0,2,26,8
2015/11/20,79,良,57,89,23,1.1,63,84,NO2,多云,多云,29,22,0,2,25.5,7
2015/11/21,72,良,52,76,14,1.1,50,39,PM2.5,小雨,多云,28,21,1,3,24.5,7
2015/11/22,51,良,34,52,9,1.1,39,84,PM10,多云,多云,28,20,0,2,24,8
2015/11/23,45,优,26,40,9,0.9,36,86,,晴,晴,28,19,0,1,23.5,9
2015/11/24,68,良,38,63,11,1,54,104,NO2,晴,多云,28,16,0,2,22,12
2015/11/25,55,良,24,53,13,1.2,44,46,NO2,多云,晴,22,13,0,2,17.5,9
2015/11/26,37,优,17,33,10,0.9,28,74,,晴,晴,20,10,0,1,15,10
2015/11/27,57,良,29,48,12,0.8,45,77,NO2,晴,多云,20,12,0,2,16,8
2015/11/28,84,良,49,76,19,1.1,67,40,NO2,多云,多云,22,15,0,2,18.5,7
2015/11/29,95,良,71,106,29,1.3,67,57,PM2.5,多云,多云,22,16,0,2,19,6
2015/11/30,64,良,42,66,18,1.2,51,80,NO2,多云,多云,24,16,0,2,20,8
2015/12/1,85,良,61,98,20,1.4,68,66,NO2,多云,多云,24,18,0,2,21,6
2015/12/2,78,良,47,80,15,1.3,62,63,NO2,小雨,小雨,26,14,1,3,20,12
2015/12/3,44,优,17,24,4,1,35,27,,小雨,阴,18,13,1,3,15.5,5
2015/12/4,44,优,21,34,5,1,35,19,,阴,阴,18,14,0,2,16,4
2015/12/5,50,优,23,45,7,0.8,40,15,,中到大雨,中雨,16,11,1,4,13.5,5
2015/12/6,33,优,8,16,7,0.6,26,42,,多云,多云,17,10,0,2,13.5,7
2015/12/7,40,优,17,29,6,0.6,32,45,,多云,多云,18,14,0,2,16,4
2015/12/8,52,良,25,40,9,0.8,41,19,NO2,多云,小到中雨,18,12,1,4,15,6
2015/12/9,53,良,19,25,6,1,42,5,NO2,大雨,小雨,15,12,1,4,13.5,3
2015/12/10,53,良,18,31,12,1,42,25,NO2,多云,多云,19,13,0,2,16,6
2015/12/11,52,良,24,38,9,0.9,41,39,NO2,多云,多云,20,14,0,2,17,6
2015/12/12,69,良,48,82,14,1.2,55,15,NO2,多云,多云,19,15,0,2,17,4
2015/12/13,90,良,67,114,20,1.4,68,34,PM2.5,小雨,小雨,21,15,1,3,18,6
2015/12/14,47,优,14,29,10,1.3,37,20,,小雨,阴,18,12,1,3,15,6
2015/12/15,43,优,30,42,10,0.9,32,62,,阴,多云,17,10,0,2,13.5,7
2015/12/16,69,良,50,73,17,0.8,30,81,PM2.5,多云,晴,16,8,0,2,12,8
2015/12/17,48,优,20,48,15,0.5,33,76,,晴,晴,16,6,0,1,11,10
2015/12/18,68,良,34,63,15,0.6,54,69,NO2,晴,晴,16,7,0,1,11.5,9
2015/12/19,101,轻度污染,52,90,19,0.9,81,74,NO2,晴,多云,20,10,0,2,15,10
2015/12/20,105,轻度污染,75,119,23,1.1,89,42,NO2,多云,阴,20,13,0,2,16.5,7
2015/12/21,115,轻度污染,87,123,18,1.3,74,18,PM2.5,阴,阴,20,16,0,2,18,4
2015/12/22,166,中度污染,126,160,18,1.9,92,7,PM2.5,阴,霾,21,18,0,2,19.5,3
2015/12/23,162,中度污染,123,165,16,2,100,18,PM2.5,霾,霾,24,19,0,2,21.5,5
2015/12/24,78,良,44,77,13,1.4,62,22,NO2,小雨,小雨,26,12,1,3,19,14
2015/12/25,44,优,18,32,9,1.3,35,57,,多云,多云,17,12,0,2,14.5,5
2015/12/26,52,良,25,35,6,1.2,41,37,NO2,小雨,小雨,16,10,1,3,13,6
2015/12/27,54,良,19,30,7,1.2,43,20,NO2,小雨,阴,16,11,1,3,13.5,5
2015/12/28,49,优,30,44,8,1.1,39,63,,多云,多云,18,11,0,2,14.5,7
2015/12/29,72,良,52,67,9,1.1,45,28,PM2.5,多云,小雨,17,11,1,3,14,6
2015/12/30,57,良,40,56,7,1.2,42,33,PM2.5,小雨,多云,16,10,1,3,13,6
2015/12/31,70,良,51,74,10,1,45,66,PM2.5,多云,晴,18,12,0,2,15,6
2016/1/1,88,良,65,93,13,1.2,58,65,PM2.5,晴,多云,22,12,0,2,17,10
2016/1/2,105,轻度污染,79,130,16,1.8,82,52,PM2.5,多云,阴,22,16,0,2,19,6
2016/1/3,153,中度污染,117,147,19,1.7,90,50,PM2.5,阴,阴,25,18,0,2,21.5,7
2016/1/4,99,良,74,103,15,1.6,77,28,PM2.5,小雨,中雨,24,18,1,4,21,6
2016/1/5,70,良,25,47,8,1.3,56,15,NO2,中雨,阴,22,16,1,4,19,6
2016/1/6,48,优,20,34,7,1.1,38,49,,多云,多云,23,12,0,2,17.5,11
2016/1/7,63,良,29,48,6,1.2,50,73,NO2,多云,多云,20,14,0,2,17,6
2016/1/8,62,良,36,57,10,1.2,49,67,NO2,多云,多云,21,14,0,2,17.5,7
2016/1/9,78,良,50,74,17,1.3,62,52,NO2,多云,阴,20,14,0,2,17,6
2016/1/10,82,良,46,76,16,1.2,65,20,NO2,中到大雨,中到大雨,18,14,1,4,16,4
2016/1/11,53,良,12,23,6,1.2,42,26,NO2,小雨,多云,17,11,1,3,14,6
2016/1/12,48,优,22,36,8,1.1,38,36,,阴,阴,17,11,0,2,14,6
2016/1/13,54,良,30,46,8,0.9,43,62,NO2,多云,多云,18,10,0,2,14,8
2016/1/14,64,良,43,61,10,1,51,25,NO2,多云,小到中雨,18,12,1,4,15,6
2016/1/15,53,良,23,34,4,1.1,42,8,NO2,小到中雨,小雨,14,12,1,4,13,2
2016/1/16,57,良,32,54,8,1.2,45,6,NO2,小雨,中雨,15,12,1,4,13.5,3
2016/1/17,47,优,17,30,7,1.2,37,45,,小雨,多云,17,10,1,3,13.5,7
2016/1/18,60,良,27,46,7,1,48,62,NO2,晴,多云,20,10,0,2,15,10
2016/1/19,63,良,41,65,8,0.9,50,34,NO2,多云,小雨,17,12,1,3,14.5,5
2016/1/20,68,良,49,71,6,1,52,11,PM2.5,小雨,小到中雨,15,12,1,4,13.5,3
2016/1/21,48,优,16,29,4,1.2,38,11,,小到中雨,小到中雨,14,9,1,4,11.5,5
2016/1/22,38,优,12,21,3,1,30,14,,小到中雨,小雨,12,4,1,4,8,8
2016/1/23,29,优,20,28,5,0.7,22,55,,阴,小雨,6,2,1,3,4,4
2016/1/24,48,优,28,48,7,0.5,20,68,,小雨,多云,6,0,1,3,3,6
2016/1/25,53,良,23,56,14,0.6,32,81,PM10,多云,多云,10,2,0,2,6,8
2016/1/26,72,良,29,58,8,0.6,57,32,NO2,小雨,中到大雨,12,6,1,4,9,6
2016/1/27,73,良,36,45,5,1,58,15,NO2,中到大雨,中到大雨,10,9,1,4,9.5,1
2016/1/28,77,良,25,36,7,1.4,61,5,NO2,大到暴雨,大到暴雨,14,13,1,4,13.5,1
2016/1/29,68,良,18,32,5,1,54,17,NO2,中雨,阴,18,12,1,4,15,6
2016/1/30,48,优,19,31,6,0.9,38,39,,多云,阴,19,11,0,2,15,8
2016/1/31,49,优,20,30,5,0.9,39,20,,小雨,中到大雨,16,8,1,4,12,8
2016/2/1,32,优,5,10,5,0.9,25,33,,中雨,阴,11,7,1,4,9,4
2016/2/2,33,优,20,27,9,1,26,56,,小雨,阴,10,6,1,3,8,4
2016/2/3,57,良,40,49,5,0.8,31,53,PM2.5,阴,阴,12,8,0,2,10,4
2016/2/4,58,良,41,56,7,0.9,33,55,PM2.5,阴,多云,14,9,0,2,11.5,5
2016/2/5,42,优,24,35,6,0.8,23,83,,多云,晴,16,7,0,2,11.5,9
2016/2/6,68,良,40,61,12,0.7,21,121,臭氧8小时,晴,晴,16,6,0,1,11,10
2016/2/7,53,良,27,48,9,0.6,29,103,臭氧8小时,晴,晴,17,5,0,1,11,12
2016/2/8,130,轻度污染,99,98,26,0.9,54,100,PM2.5,晴,晴,18,6,0,1,12,12
2016/2/9,82,良,60,80,11,0.9,59,113,PM2.5,晴,多云,22,12,0,2,17,10
2016/2/10,75,良,55,73,8,0.9,58,67,PM2.5,多云,小雨,22,15,1,3,18.5,7
2016/2/11,56,良,38,62,7,0.8,44,53,PM10,小雨,阴,23,18,1,3,20.5,5
2016/2/12,44,优,26,44,7,0.8,32,60,,小雨,阴,24,21,1,3,22.5,3
2016/2/13,36,优,21,36,5,0.7,28,51,,阴,小雨,27,14,1,3,20.5,13
2016/2/14,30,优,18,30,5,1.1,23,51,,小雨,阴,20,8,1,3,14,12
2016/2/15,30,优,17,26,6,0.7,15,59,,阴,阴,12,9,0,2,10.5,3
2016/2/16,43,优,30,40,12,0.7,24,68,,多云,多云,14,8,0,2,11,6
2016/2/17,48,优,32,47,10,0.7,38,53,,阴,阴,15,10,0,2,12.5,5
2016/2/18,75,良,54,75,13,0.9,60,30,NO2,多云,阴,18,13,0,2,15.5,5
2016/2/19,82,良,60,76,8,1,60,19,PM2.5,小雨,小雨,17,10,1,3,13.5,7
2016/2/20,62,良,43,71,11,0.8,49,104,NO2,阴,多云,18,10,0,2,14,8
2016/2/21,79,良,58,98,14,0.9,60,68,PM2.5,阴,阴,18,14,0,2,16,4
2016/2/22,60,良,35,57,10,1.1,48,38,NO2,小雨,小雨,17,11,1,3,14,6
2016/2/23,39,优,11,20,7,0.9,31,37,,小雨,阴,14,10,1,3,12,4
2016/2/24,34,优,14,20,6,0.8,27,52,,阴,阴,13,10,0,2,11.5,3
2016/2/25,49,优,32,43,7,0.7,39,37,,阴,阴,14,10,0,2,12,4
2016/2/26,60,良,28,42,7,0.8,48,21,NO2,阴,多云,14,10,0,2,12,4
2016/2/27,60,良,25,43,10,0.9,48,61,NO2,多云,晴,19,9,0,2,14,10
2016/2/28,89,良,44,75,14,1.2,71,52,NO2,晴,晴,22,11,0,1,16.5,11
2016/2/29,85,良,58,107,16,1.2,68,96,NO2,晴,晴,23,10,0,1,16.5,13
2016/3/1,109,轻度污染,82,137,24,1,87,152,PM2.5,晴,晴,26,11,0,1,18.5,15
2016/3/2,116,轻度污染,76,119,20,1,80,177,臭氧8小时,晴,晴,24,12,0,1,18,12
2016/3/3,98,良,52,81,19,0.9,78,131,NO2,晴,多云,24,14,0,2,19,10
2016/3/4,94,良,48,76,22,1,75,73,NO2,多云,多云,25,16,0,2,20.5,9
2016/3/5,92,良,56,82,20,1.1,73,55,NO2,多云,多云,24,18,0,2,21,6
2016/3/6,98,良,73,102,20,1.2,74,100,PM2.5,多云,多云,26,18,0,2,22,8
2016/3/7,70,良,41,56,20,1,56,37,NO2,多云,多云,27,19,0,2,23,8
2016/3/8,70,良,38,58,14,0.8,56,31,NO2,多云,多云,26,18,0,2,22,8
2016/3/9,59,良,29,45,10,1,47,15,NO2,雷阵雨,大雨,26,9,1,4,17.5,17
2016/3/10,30,优,5,12,4,0.7,24,40,,大雨,阴,11,7,1,4,9,4
2016/3/11,39,优,27,38,6,0.7,28,59,,阴,阴,12,8,0,2,10,4
2016/3/12,55,良,39,52,6,0.8,39,24,PM2.5,阴,小雨,14,10,1,3,12,4
2016/3/13,54,良,25,38,8,1.2,43,4,NO2,中雨,小雨,15,12,1,4,13.5,3
2016/3/14,47,优,27,40,8,0.9,37,64,,多云,阴,17,13,0,2,15,4
2016/3/15,68,良,49,72,12,1.1,54,22,"NO2,PM2.5",阴,阴,17,14,0,2,15.5,3
2016/3/16,59,良,36,52,8,1.1,47,8,NO2,小雨,小雨,17,14,1,3,15.5,3
2016/3/17,68,良,37,48,7,1.5,54,6,NO2,小雨,小雨,17,17,1,3,17,0
2016/3/18,88,良,65,94,11,1.7,68,8,PM2.5,小到中雨,阴,21,20,1,4,20.5,1
2016/3/19,67,良,48,76,11,1.4,53,4,"NO2,PM2.5",小雨,小到中雨,25,20,1,4,22.5,5
2016/3/20,60,良,42,62,9,0.9,48,36,NO2,中到大雨,中雨,24,20,1,4,22,4
2016/3/21,73,良,30,43,10,1.1,58,38,NO2,大到暴雨,大雨,22,17,1,4,19.5,5
2016/3/22,80,良,28,39,7,1.1,64,21,NO2,大雨,大雨,21,18,1,4,19.5,3
2016/3/23,68,良,21,32,7,1.2,54,33,NO2,大到暴雨,中雨,20,14,1,4,17,6
2016/3/24,42,优,18,28,8,0.9,33,50,,小到中雨,小雨,16,12,1,4,14,4
2016/3/25,58,良,36,62,13,0.8,42,109,臭氧8小时,阴,多云,18,9,0,2,13.5,9
2016/3/26,87,良,45,74,15,0.9,69,139,NO2,多云,晴,20,10,0,2,15,10
2016/3/27,70,良,42,67,14,0.9,52,123,臭氧8小时,晴,晴,23,9,0,1,16,14
2016/3/28,92,良,59,90,20,1,73,134,NO2,晴,多云,24,13,0,2,18.5,11
2016/3/29,109,轻度污染,75,119,24,1.2,98,101,NO2,多云,多云,23,17,0,2,20,6
2016/3/30,120,轻度污染,91,135,19,1.3,117,54,PM2.5,多云,阴,24,18,0,2,21,6
2016/3/31,175,中度污染,132,180,21,1.7,108,156,PM2.5,多云,多云,26,21,0,2,23.5,5
2016/4/1,129,轻度污染,98,111,21,1.3,82,84,PM2.5,雾,多云,27,21,0,2,24,6
2016/4/2,67,良,44,62,11,1.1,53,56,NO2,小雨,阴,27,20,1,3,23.5,7
